marca,precio_raw,rating,opiniones,precio_kg,features,scaledFeatures,prediction
0.0,41.9900016784668,4.800000190734863,414.0,9.020000457763672,"[9.020000457763672,4.800000190734863,414.0,41.9900016784668]","[3.287798815729669,34.288506740713935,2.9308362707681033,2.6582141825064625]",1
1.0,30.190000534057617,4.699999809265137,100.0,6.860000133514404,"[6.860000133514404,4.699999809265137,100.0,30.190000534057617]","[2.500476626413156,33.57416015366229,0.7079314663691071,1.9112046768663025]",0
3.0,21.989999771118164,4.699999809265137,241.0,5.150000095367432,"[5.150000095367432,4.699999809265137,241.0,21.989999771118164]","[1.8771799728660674,33.57416015366229,1.706114833949548,1.3920963783832487]",0
1.0,28.59000015258789,4.699999809265137,155.0,5.349999904632568,"[5.349999904632568,4.699999809265137,155.0,28.59000015258789]","[1.950080095114077,33.57416015366229,1.097293772872116,1.8099152380468784]",0
0.0,19.290000915527344,4.800000190734863,341.0,7.639999866485596,"[7.639999866485596,4.800000190734863,341.0,19.290000915527344]","[2.7847872769879958,34.288506740713935,2.414046300318655,1.2211705635752128]",1
1.0,16.190000534057617,4.900000095367432,21.0,9.359999656677246,"[9.359999656677246,4.900000095367432,21.0,16.190000534057617]","[3.4117288497436844,35.002849921508606,0.1486656079375125,1.024922298502527]",0
3.0,19.989999771118164,4.800000190734863,129.0,4.670000076293945,"[4.670000076293945,4.800000190734863,129.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.9132315916161481,1.2654846100455666]",0
0.0,55.689998626708984,4.800000190734863,673.0,7.510000228881836,"[7.510000228881836,4.800000190734863,673.0,55.689998626708984]","[2.73740228443059,34.288506740713935,4.76437876866409,3.525504602425359]",1
3.0,19.989999771118164,4.699999809265137,134.0,4.670000076293945,"[4.670000076293945,4.699999809265137,134.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.9486281649346034,1.2654846100455666]",0
0.0,13.6899995803833,4.800000190734863,444.0,8.739999771118164,"[8.739999771118164,4.800000190734863,444.0,13.6899995803833]","[3.1857382969672527,34.288506740713935,3.1432157106788354,0.8666575277072285]",1
3.0,19.989999771118164,4.800000190734863,122.0,4.670000076293945,"[4.670000076293945,4.800000190734863,122.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.8636763889703106,1.2654846100455666]",0
1.0,2.5899999141693115,4.699999809265137,26.0,16.579999923706055,"[16.579999923706055,4.699999809265137,26.0,2.5899999141693115]","[6.04342587001086,33.57416015366229,0.18406218125596785,0.16396223456371084]",2
0.0,19.989999771118164,4.800000190734863,100.0,7.800000190734863,"[7.800000190734863,4.800000190734863,100.0,19.989999771118164]","[2.843107548594005,34.288506740713935,0.7079314663691071,1.2654846100455666]",0
1.0,2.5899999141693115,5.0,11.0,16.579999923706055,"[16.579999923706055,5.0,11.0,2.5899999141693115]","[6.04342587001086,35.71719310230328,0.07787246130060177,0.16396223456371084]",2
3.0,19.989999771118164,4.699999809265137,92.0,4.670000076293945,"[4.670000076293945,4.699999809265137,92.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.6512969490595785,1.2654846100455666]",0
0.0,24.290000915527344,4.800000190734863,630.0,6.860000133514404,"[6.860000133514404,4.800000190734863,630.0,24.290000915527344]","[2.500476626413156,34.288506740713935,4.4599682381253745,1.5376999844194184]",1
3.0,3.2899999618530273,4.699999809265137,73.0,5.510000228881836,"[5.510000228881836,4.699999809265137,73.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.5167899704494482,0.2082763565005594]",0
3.0,3.2899999618530273,4.699999809265137,69.0,5.510000228881836,"[5.510000228881836,4.699999809265137,69.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.4884727117946839,0.2082763565005594]",0
3.0,21.989999771118164,4.599999904632568,47.0,4.909999847412109,"[4.909999847412109,4.599999904632568,47.0,21.989999771118164]","[1.7896996523608542,32.85981697286762,0.33272778919348034,1.3920963783832487]",0
4.0,28.09000015258789,4.699999809265137,288.0,7.0,"[7.0,4.699999809265137,288.0,28.09000015258789]","[2.551506711986763,33.57416015366229,2.0388426231430286,1.7782622959624579]",1
0.0,17.489999771118164,4.800000190734863,268.0,6.900000095367432,"[6.900000095367432,4.800000190734863,268.0,17.489999771118164]","[2.515056650862758,34.288506740713935,1.897256329869207,1.107219899623464]",1
1.0,29.190000534057617,4.599999904632568,93.0,6.210000038146973,"[6.210000038146973,4.599999904632568,93.0,29.190000534057617]","[2.2635509683957222,32.85981697286762,0.6583762637232695,1.8478987926974615]",0
4.0,17.09000015258789,4.699999809265137,283.0,7.840000152587891,"[7.840000152587891,4.699999809265137,283.0,17.09000015258789]","[2.857687573043607,33.57416015366229,2.003446049824573,1.0818975701052058]",1
0.0,16.989999771118164,4.800000190734863,203.0,6.739999771118164,"[6.739999771118164,4.800000190734863,203.0,16.989999771118164]","[2.456736379256749,34.288506740713935,1.4371008767292874,1.0755669575390434]",0
4.0,56.9900016784668,4.800000190734863,200.0,6.329999923706055,"[6.329999923706055,4.800000190734863,200.0,56.9900016784668]","[2.307291041744528,34.288506740713935,1.4158629327382142,3.607802445039079]",1
4.0,23.989999771118164,4.599999904632568,216.0,10.109999656677246,"[10.109999656677246,4.599999904632568,216.0,23.989999771118164]","[3.6851045688851234,32.85981697286762,1.5291319673572712,1.518708146720931]",1
0.0,18.389999389648438,4.699999809265137,164.0,6.800000190734863,"[6.800000190734863,4.699999809265137,164.0,18.389999389648438]","[2.478606589738753,33.57416015366229,1.1610076048453355,1.1641951712261425]",0
0.0,2.5899999141693115,4.699999809265137,223.0,12.569999694824219,"[12.569999694824219,4.699999809265137,223.0,2.5899999141693115]","[4.581776941573651,33.57416015366229,1.5786871700031087,0.16396223456371084]",2
0.0,14.6899995803833,4.900000095367432,163.0,10.210000038146973,"[10.210000038146973,4.900000095367432,163.0,14.6899995803833]","[3.7215548038167294,35.002849921508606,1.1539282901816446,0.9299634118760696]",1
0.0,41.9900016784668,4.800000190734863,414.0,9.020000457763672,"[9.020000457763672,4.800000190734863,414.0,41.9900016784668]","[3.287798815729669,34.288506740713935,2.9308362707681033,2.6582141825064625]",1
1.0,30.190000534057617,4.699999809265137,100.0,6.860000133514404,"[6.860000133514404,4.699999809265137,100.0,30.190000534057617]","[2.500476626413156,33.57416015366229,0.7079314663691071,1.9112046768663025]",0
3.0,21.989999771118164,4.699999809265137,241.0,5.150000095367432,"[5.150000095367432,4.699999809265137,241.0,21.989999771118164]","[1.8771799728660674,33.57416015366229,1.706114833949548,1.3920963783832487]",0
1.0,28.59000015258789,4.699999809265137,155.0,5.349999904632568,"[5.349999904632568,4.699999809265137,155.0,28.59000015258789]","[1.950080095114077,33.57416015366229,1.097293772872116,1.8099152380468784]",0
0.0,19.290000915527344,4.800000190734863,341.0,7.639999866485596,"[7.639999866485596,4.800000190734863,341.0,19.290000915527344]","[2.7847872769879958,34.288506740713935,2.414046300318655,1.2211705635752128]",1
1.0,16.190000534057617,4.900000095367432,21.0,9.359999656677246,"[9.359999656677246,4.900000095367432,21.0,16.190000534057617]","[3.4117288497436844,35.002849921508606,0.1486656079375125,1.024922298502527]",0
3.0,19.989999771118164,4.800000190734863,129.0,4.670000076293945,"[4.670000076293945,4.800000190734863,129.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.9132315916161481,1.2654846100455666]",0
0.0,55.689998626708984,4.800000190734863,673.0,7.510000228881836,"[7.510000228881836,4.800000190734863,673.0,55.689998626708984]","[2.73740228443059,34.288506740713935,4.76437876866409,3.525504602425359]",1
3.0,19.989999771118164,4.699999809265137,134.0,4.670000076293945,"[4.670000076293945,4.699999809265137,134.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.9486281649346034,1.2654846100455666]",0
0.0,13.6899995803833,4.800000190734863,444.0,8.739999771118164,"[8.739999771118164,4.800000190734863,444.0,13.6899995803833]","[3.1857382969672527,34.288506740713935,3.1432157106788354,0.8666575277072285]",1
3.0,19.989999771118164,4.800000190734863,122.0,4.670000076293945,"[4.670000076293945,4.800000190734863,122.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.8636763889703106,1.2654846100455666]",0
1.0,2.5899999141693115,4.699999809265137,26.0,16.579999923706055,"[16.579999923706055,4.699999809265137,26.0,2.5899999141693115]","[6.04342587001086,33.57416015366229,0.18406218125596785,0.16396223456371084]",2
0.0,19.989999771118164,4.800000190734863,100.0,7.800000190734863,"[7.800000190734863,4.800000190734863,100.0,19.989999771118164]","[2.843107548594005,34.288506740713935,0.7079314663691071,1.2654846100455666]",0
1.0,2.5899999141693115,5.0,11.0,16.579999923706055,"[16.579999923706055,5.0,11.0,2.5899999141693115]","[6.04342587001086,35.71719310230328,0.07787246130060177,0.16396223456371084]",2
3.0,19.989999771118164,4.699999809265137,92.0,4.670000076293945,"[4.670000076293945,4.699999809265137,92.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.6512969490595785,1.2654846100455666]",0
0.0,24.290000915527344,4.800000190734863,630.0,6.860000133514404,"[6.860000133514404,4.800000190734863,630.0,24.290000915527344]","[2.500476626413156,34.288506740713935,4.4599682381253745,1.5376999844194184]",1
3.0,3.2899999618530273,4.699999809265137,73.0,5.510000228881836,"[5.510000228881836,4.699999809265137,73.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.5167899704494482,0.2082763565005594]",0
3.0,3.2899999618530273,4.699999809265137,69.0,5.510000228881836,"[5.510000228881836,4.699999809265137,69.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.4884727117946839,0.2082763565005594]",0
3.0,21.989999771118164,4.599999904632568,47.0,4.909999847412109,"[4.909999847412109,4.599999904632568,47.0,21.989999771118164]","[1.7896996523608542,32.85981697286762,0.33272778919348034,1.3920963783832487]",0
4.0,28.09000015258789,4.699999809265137,288.0,7.0,"[7.0,4.699999809265137,288.0,28.09000015258789]","[2.551506711986763,33.57416015366229,2.0388426231430286,1.7782622959624579]",1
0.0,17.489999771118164,4.800000190734863,268.0,6.900000095367432,"[6.900000095367432,4.800000190734863,268.0,17.489999771118164]","[2.515056650862758,34.288506740713935,1.897256329869207,1.107219899623464]",1
1.0,29.190000534057617,4.599999904632568,93.0,6.210000038146973,"[6.210000038146973,4.599999904632568,93.0,29.190000534057617]","[2.2635509683957222,32.85981697286762,0.6583762637232695,1.8478987926974615]",0
4.0,17.09000015258789,4.699999809265137,283.0,7.840000152587891,"[7.840000152587891,4.699999809265137,283.0,17.09000015258789]","[2.857687573043607,33.57416015366229,2.003446049824573,1.0818975701052058]",1
0.0,16.989999771118164,4.800000190734863,203.0,6.739999771118164,"[6.739999771118164,4.800000190734863,203.0,16.989999771118164]","[2.456736379256749,34.288506740713935,1.4371008767292874,1.0755669575390434]",0
4.0,56.9900016784668,4.800000190734863,200.0,6.329999923706055,"[6.329999923706055,4.800000190734863,200.0,56.9900016784668]","[2.307291041744528,34.288506740713935,1.4158629327382142,3.607802445039079]",1
4.0,23.989999771118164,4.599999904632568,216.0,10.109999656677246,"[10.109999656677246,4.599999904632568,216.0,23.989999771118164]","[3.6851045688851234,32.85981697286762,1.5291319673572712,1.518708146720931]",1
0.0,18.389999389648438,4.699999809265137,164.0,6.800000190734863,"[6.800000190734863,4.699999809265137,164.0,18.389999389648438]","[2.478606589738753,33.57416015366229,1.1610076048453355,1.1641951712261425]",0
0.0,2.5899999141693115,4.699999809265137,223.0,12.569999694824219,"[12.569999694824219,4.699999809265137,223.0,2.5899999141693115]","[4.581776941573651,33.57416015366229,1.5786871700031087,0.16396223456371084]",2
0.0,14.6899995803833,4.900000095367432,163.0,10.210000038146973,"[10.210000038146973,4.900000095367432,163.0,14.6899995803833]","[3.7215548038167294,35.002849921508606,1.1539282901816446,0.9299634118760696]",1
0.0,41.9900016784668,4.800000190734863,414.0,9.020000457763672,"[9.020000457763672,4.800000190734863,414.0,41.9900016784668]","[3.287798815729669,34.288506740713935,2.9308362707681033,2.6582141825064625]",1
1.0,30.190000534057617,4.699999809265137,100.0,6.860000133514404,"[6.860000133514404,4.699999809265137,100.0,30.190000534057617]","[2.500476626413156,33.57416015366229,0.7079314663691071,1.9112046768663025]",0
3.0,21.989999771118164,4.699999809265137,241.0,5.150000095367432,"[5.150000095367432,4.699999809265137,241.0,21.989999771118164]","[1.8771799728660674,33.57416015366229,1.706114833949548,1.3920963783832487]",0
1.0,28.59000015258789,4.699999809265137,155.0,5.349999904632568,"[5.349999904632568,4.699999809265137,155.0,28.59000015258789]","[1.950080095114077,33.57416015366229,1.097293772872116,1.8099152380468784]",0
0.0,19.290000915527344,4.800000190734863,341.0,7.639999866485596,"[7.639999866485596,4.800000190734863,341.0,19.290000915527344]","[2.7847872769879958,34.288506740713935,2.414046300318655,1.2211705635752128]",1
1.0,16.190000534057617,4.900000095367432,21.0,9.359999656677246,"[9.359999656677246,4.900000095367432,21.0,16.190000534057617]","[3.4117288497436844,35.002849921508606,0.1486656079375125,1.024922298502527]",0
3.0,19.989999771118164,4.800000190734863,129.0,4.670000076293945,"[4.670000076293945,4.800000190734863,129.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.9132315916161481,1.2654846100455666]",0
0.0,55.689998626708984,4.800000190734863,673.0,7.510000228881836,"[7.510000228881836,4.800000190734863,673.0,55.689998626708984]","[2.73740228443059,34.288506740713935,4.76437876866409,3.525504602425359]",1
3.0,19.989999771118164,4.699999809265137,134.0,4.670000076293945,"[4.670000076293945,4.699999809265137,134.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.9486281649346034,1.2654846100455666]",0
0.0,13.6899995803833,4.800000190734863,444.0,8.739999771118164,"[8.739999771118164,4.800000190734863,444.0,13.6899995803833]","[3.1857382969672527,34.288506740713935,3.1432157106788354,0.8666575277072285]",1
3.0,19.989999771118164,4.800000190734863,122.0,4.670000076293945,"[4.670000076293945,4.800000190734863,122.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.8636763889703106,1.2654846100455666]",0
1.0,2.5899999141693115,4.699999809265137,26.0,16.579999923706055,"[16.579999923706055,4.699999809265137,26.0,2.5899999141693115]","[6.04342587001086,33.57416015366229,0.18406218125596785,0.16396223456371084]",2
0.0,19.989999771118164,4.800000190734863,100.0,7.800000190734863,"[7.800000190734863,4.800000190734863,100.0,19.989999771118164]","[2.843107548594005,34.288506740713935,0.7079314663691071,1.2654846100455666]",0
1.0,2.5899999141693115,5.0,11.0,16.579999923706055,"[16.579999923706055,5.0,11.0,2.5899999141693115]","[6.04342587001086,35.71719310230328,0.07787246130060177,0.16396223456371084]",2
3.0,19.989999771118164,4.699999809265137,92.0,4.670000076293945,"[4.670000076293945,4.699999809265137,92.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.6512969490595785,1.2654846100455666]",0
0.0,24.290000915527344,4.800000190734863,630.0,6.860000133514404,"[6.860000133514404,4.800000190734863,630.0,24.290000915527344]","[2.500476626413156,34.288506740713935,4.4599682381253745,1.5376999844194184]",1
3.0,3.2899999618530273,4.699999809265137,73.0,5.510000228881836,"[5.510000228881836,4.699999809265137,73.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.5167899704494482,0.2082763565005594]",0
3.0,3.2899999618530273,4.699999809265137,69.0,5.510000228881836,"[5.510000228881836,4.699999809265137,69.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.4884727117946839,0.2082763565005594]",0
3.0,21.989999771118164,4.599999904632568,47.0,4.909999847412109,"[4.909999847412109,4.599999904632568,47.0,21.989999771118164]","[1.7896996523608542,32.85981697286762,0.33272778919348034,1.3920963783832487]",0
4.0,28.09000015258789,4.699999809265137,288.0,7.0,"[7.0,4.699999809265137,288.0,28.09000015258789]","[2.551506711986763,33.57416015366229,2.0388426231430286,1.7782622959624579]",1
0.0,17.489999771118164,4.800000190734863,268.0,6.900000095367432,"[6.900000095367432,4.800000190734863,268.0,17.489999771118164]","[2.515056650862758,34.288506740713935,1.897256329869207,1.107219899623464]",1
1.0,29.190000534057617,4.599999904632568,93.0,6.210000038146973,"[6.210000038146973,4.599999904632568,93.0,29.190000534057617]","[2.2635509683957222,32.85981697286762,0.6583762637232695,1.8478987926974615]",0
4.0,17.09000015258789,4.699999809265137,283.0,7.840000152587891,"[7.840000152587891,4.699999809265137,283.0,17.09000015258789]","[2.857687573043607,33.57416015366229,2.003446049824573,1.0818975701052058]",1
0.0,16.989999771118164,4.800000190734863,203.0,6.739999771118164,"[6.739999771118164,4.800000190734863,203.0,16.989999771118164]","[2.456736379256749,34.288506740713935,1.4371008767292874,1.0755669575390434]",0
4.0,56.9900016784668,4.800000190734863,200.0,6.329999923706055,"[6.329999923706055,4.800000190734863,200.0,56.9900016784668]","[2.307291041744528,34.288506740713935,1.4158629327382142,3.607802445039079]",1
4.0,23.989999771118164,4.599999904632568,216.0,10.109999656677246,"[10.109999656677246,4.599999904632568,216.0,23.989999771118164]","[3.6851045688851234,32.85981697286762,1.5291319673572712,1.518708146720931]",1
0.0,18.389999389648438,4.699999809265137,164.0,6.800000190734863,"[6.800000190734863,4.699999809265137,164.0,18.389999389648438]","[2.478606589738753,33.57416015366229,1.1610076048453355,1.1641951712261425]",0
0.0,2.5899999141693115,4.699999809265137,223.0,12.569999694824219,"[12.569999694824219,4.699999809265137,223.0,2.5899999141693115]","[4.581776941573651,33.57416015366229,1.5786871700031087,0.16396223456371084]",2
0.0,14.6899995803833,4.900000095367432,163.0,10.210000038146973,"[10.210000038146973,4.900000095367432,163.0,14.6899995803833]","[3.7215548038167294,35.002849921508606,1.1539282901816446,0.9299634118760696]",1
0.0,41.9900016784668,4.800000190734863,414.0,9.020000457763672,"[9.020000457763672,4.800000190734863,414.0,41.9900016784668]","[3.287798815729669,34.288506740713935,2.9308362707681033,2.6582141825064625]",1
1.0,30.190000534057617,4.699999809265137,100.0,6.860000133514404,"[6.860000133514404,4.699999809265137,100.0,30.190000534057617]","[2.500476626413156,33.57416015366229,0.7079314663691071,1.9112046768663025]",0
3.0,21.989999771118164,4.699999809265137,241.0,5.150000095367432,"[5.150000095367432,4.699999809265137,241.0,21.989999771118164]","[1.8771799728660674,33.57416015366229,1.706114833949548,1.3920963783832487]",0
1.0,28.59000015258789,4.699999809265137,155.0,5.349999904632568,"[5.349999904632568,4.699999809265137,155.0,28.59000015258789]","[1.950080095114077,33.57416015366229,1.097293772872116,1.8099152380468784]",0
0.0,19.290000915527344,4.800000190734863,341.0,7.639999866485596,"[7.639999866485596,4.800000190734863,341.0,19.290000915527344]","[2.7847872769879958,34.288506740713935,2.414046300318655,1.2211705635752128]",1
1.0,16.190000534057617,4.900000095367432,21.0,9.359999656677246,"[9.359999656677246,4.900000095367432,21.0,16.190000534057617]","[3.4117288497436844,35.002849921508606,0.1486656079375125,1.024922298502527]",0
3.0,19.989999771118164,4.800000190734863,129.0,4.670000076293945,"[4.670000076293945,4.800000190734863,129.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.9132315916161481,1.2654846100455666]",0
0.0,55.689998626708984,4.800000190734863,673.0,7.510000228881836,"[7.510000228881836,4.800000190734863,673.0,55.689998626708984]","[2.73740228443059,34.288506740713935,4.76437876866409,3.525504602425359]",1
3.0,19.989999771118164,4.699999809265137,134.0,4.670000076293945,"[4.670000076293945,4.699999809265137,134.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.9486281649346034,1.2654846100455666]",0
0.0,13.6899995803833,4.800000190734863,444.0,8.739999771118164,"[8.739999771118164,4.800000190734863,444.0,13.6899995803833]","[3.1857382969672527,34.288506740713935,3.1432157106788354,0.8666575277072285]",1
3.0,19.989999771118164,4.800000190734863,122.0,4.670000076293945,"[4.670000076293945,4.800000190734863,122.0,19.989999771118164]","[1.7022195056632423,34.288506740713935,0.8636763889703106,1.2654846100455666]",0
1.0,2.5899999141693115,4.699999809265137,26.0,16.579999923706055,"[16.579999923706055,4.699999809265137,26.0,2.5899999141693115]","[6.04342587001086,33.57416015366229,0.18406218125596785,0.16396223456371084]",2
0.0,19.989999771118164,4.800000190734863,100.0,7.800000190734863,"[7.800000190734863,4.800000190734863,100.0,19.989999771118164]","[2.843107548594005,34.288506740713935,0.7079314663691071,1.2654846100455666]",0
1.0,2.5899999141693115,5.0,11.0,16.579999923706055,"[16.579999923706055,5.0,11.0,2.5899999141693115]","[6.04342587001086,35.71719310230328,0.07787246130060177,0.16396223456371084]",2
3.0,19.989999771118164,4.699999809265137,92.0,4.670000076293945,"[4.670000076293945,4.699999809265137,92.0,19.989999771118164]","[1.7022195056632423,33.57416015366229,0.6512969490595785,1.2654846100455666]",0
0.0,24.290000915527344,4.800000190734863,630.0,6.860000133514404,"[6.860000133514404,4.800000190734863,630.0,24.290000915527344]","[2.500476626413156,34.288506740713935,4.4599682381253745,1.5376999844194184]",1
3.0,3.2899999618530273,4.699999809265137,73.0,5.510000228881836,"[5.510000228881836,4.699999809265137,73.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.5167899704494482,0.2082763565005594]",0
3.0,3.2899999618530273,4.699999809265137,69.0,5.510000228881836,"[5.510000228881836,4.699999809265137,69.0,3.2899999618530273]","[2.0084003667200863,33.57416015366229,0.4884727117946839,0.2082763565005594]",0
3.0,21.989999771118164,4.599999904632568,47.0,4.909999847412109,"[4.909999847412109,4.599999904632568,47.0,21.989999771118164]","[1.7896996523608542,32.85981697286762,0.33272778919348034,1.3920963783832487]",0
4.0,28.09000015258789,4.699999809265137,288.0,7.0,"[7.0,4.699999809265137,288.0,28.09000015258789]","[2.551506711986763,33.57416015366229,2.0388426231430286,1.7782622959624579]",1
0.0,17.489999771118164,4.800000190734863,268.0,6.900000095367432,"[6.900000095367432,4.800000190734863,268.0,17.489999771118164]","[2.515056650862758,34.288506740713935,1.897256329869207,1.107219899623464]",1
1.0,29.190000534057617,4.599999904632568,93.0,6.210000038146973,"[6.210000038146973,4.599999904632568,93.0,29.190000534057617]","[2.2635509683957222,32.85981697286762,0.6583762637232695,1.8478987926974615]",0
4.0,17.09000015258789,4.699999809265137,283.0,7.840000152587891,"[7.840000152587891,4.699999809265137,283.0,17.09000015258789]","[2.857687573043607,33.57416015366229,2.003446049824573,1.0818975701052058]",1
0.0,16.989999771118164,4.800000190734863,203.0,6.739999771118164,"[6.739999771118164,4.800000190734863,203.0,16.989999771118164]","[2.456736379256749,34.288506740713935,1.4371008767292874,1.0755669575390434]",0
4.0,56.9900016784668,4.800000190734863,200.0,6.329999923706055,"[6.329999923706055,4.800000190734863,200.0,56.9900016784668]","[2.307291041744528,34.288506740713935,1.4158629327382142,3.607802445039079]",1
4.0,23.989999771118164,4.599999904632568,216.0,10.109999656677246,"[10.109999656677246,4.599999904632568,216.0,23.989999771118164]","[3.6851045688851234,32.85981697286762,1.5291319673572712,1.518708146720931]",1
0.0,18.389999389648438,4.699999809265137,164.0,6.800000190734863,"[6.800000190734863,4.699999809265137,164.0,18.389999389648438]","[2.478606589738753,33.57416015366229,1.1610076048453355,1.1641951712261425]",0
0.0,2.5899999141693115,4.699999809265137,223.0,12.569999694824219,"[12.569999694824219,4.699999809265137,223.0,2.5899999141693115]","[4.581776941573651,33.57416015366229,1.5786871700031087,0.16396223456371084]",2
0.0,14.6899995803833,4.900000095367432,163.0,10.210000038146973,"[10.210000038146973,4.900000095367432,163.0,14.6899995803833]","[3.7215548038167294,35.002849921508606,1.1539282901816446,0.9299634118760696]",1
2.0,19.989999771118164,4.599999904632568,290.0,5.150000095367432,"[5.150000095367432,4.599999904632568,290.0,19.989999771118164]","[1.8771799728660674,32.85981697286762,2.0530012524704104,1.2654846100455666]",0
1.0,30.190000534057617,4.300000190734863,43.0,6.860000133514404,"[6.860000133514404,4.300000190734863,43.0,30.190000534057617]","[2.500476626413156,30.716787430483606,0.30441053053871603,1.9112046768663025]",0
2.0,18.989999771118164,4.599999904632568,237.0,4.429999828338623,"[4.429999828338623,4.599999904632568,237.0,18.989999771118164]","[1.6147391851580293,32.85981697286762,1.6777975752947838,1.2021787258767256]",0
1.0,30.190000534057617,4.800000190734863,45.0,5.550000190734863,"[5.550000190734863,4.800000190734863,45.0,30.190000534057617]","[2.022980391169688,34.288506740713935,0.3185691598660982,1.9112046768663025]",0
0.0,41.9900016784668,4.699999809265137,195.0,9.020000457763672,"[9.020000457763672,4.699999809265137,195.0,41.9900016784668]","[3.287798815729669,33.57416015366229,1.3804663594197588,2.6582141825064625]",1
1.0,30.190000534057617,4.699999809265137,28.0,6.369999885559082,"[6.369999885559082,4.699999809265137,28.0,30.190000534057617]","[2.32187106619413,33.57416015366229,0.19822081058334998,1.9112046768663025]",0
2.0,2.990000009536743,4.599999904632568,76.0,4.980000019073486,"[4.980000019073486,4.599999904632568,76.0,2.990000009536743]","[1.8152147820514584,32.85981697286762,0.5380279144405213,0.18928459426856684]",0
5.0,68.98999786376953,5.0,1.0,4.929999828338623,"[4.929999828338623,5.0,1.0,68.98999786376953]","[1.7969896645856551,35.71719310230328,0.007079314663691071,4.367472813572389]",1
0.0,55.689998626708984,4.800000190734863,370.0,7.510000228881836,"[7.510000228881836,4.800000190734863,370.0,55.689998626708984]","[2.73740228443059,34.288506740713935,2.619346425565696,3.525504602425359]",1
1.0,27.59000015258789,4.599999904632568,8.0,6.289999961853027,"[6.289999961853027,4.599999904632568,8.0,27.59000015258789]","[2.292711017294926,32.85981697286762,0.056634517309528565,1.7466093538780374]",0
2.0,2.990000009536743,4.699999809265137,81.0,4.980000019073486,"[4.980000019073486,4.699999809265137,81.0,2.990000009536743]","[1.8152147820514584,33.57416015366229,0.5734244877589767,0.18928459426856684]",0
1.0,25.690000534057617,4.900000095367432,16.0,5.679999828338623,"[5.679999828338623,4.900000095367432,16.0,25.690000534057617]","[2.070365383727094,35.002849921508606,0.11326903461905713,1.6263281981065176]",0
2.0,3.990000009536743,4.599999904632568,52.0,6.650000095367432,"[6.650000095367432,4.599999904632568,52.0,3.990000009536743]","[2.423931411148945,32.85981697286762,0.3681243625119357,0.25259047843740795]",0
1.0,28.09000015258789,4.800000190734863,38.0,5.71999979019165,"[5.71999979019165,4.800000190734863,38.0,28.09000015258789]","[2.084945408176696,34.288506740713935,0.26901395722026067,1.7782622959624579]",0
0.0,19.989999771118164,4.699999809265137,56.0,7.800000190734863,"[7.800000190734863,4.699999809265137,56.0,19.989999771118164]","[2.843107548594005,33.57416015366229,0.39644162116669995,1.2654846100455666]",0
1.0,29.190000534057617,4.699999809265137,27.0,6.210000038146973,"[6.210000038146973,4.699999809265137,27.0,29.190000534057617]","[2.2635509683957222,33.57416015366229,0.1911414959196589,1.8478987926974615]",0
0.0,73.48999786376953,4.900000095367432,50.0,6.0,"[6.0,4.900000095367432,50.0,73.48999786376953]","[2.187005753131511,35.002849921508606,0.35396573318455354,4.652349292332174]",1
2.0,2.990000009536743,4.300000190734863,33.0,4.980000019073486,"[4.980000019073486,4.300000190734863,33.0,2.990000009536743]","[1.8152147820514584,30.716787430483606,0.23361738390180534,0.18928459426856684]",0
2.0,18.989999771118164,4.699999809265137,106.0,4.429999828338623,"[4.429999828338623,4.699999809265137,106.0,18.989999771118164]","[1.6147391851580293,33.57416015366229,0.7504073543512535,1.2021787258767256]",0
0.0,19.290000915527344,4.800000190734863,171.0,7.639999866485596,"[7.639999866485596,4.800000190734863,171.0,19.290000915527344]","[2.7847872769879958,34.288506740713935,1.2105628074911732,1.2211705635752128]",1
0.0,2.5899999141693115,4.800000190734863,130.0,12.569999694824219,"[12.569999694824219,4.800000190734863,130.0,2.5899999141693115]","[4.581776941573651,34.288506740713935,0.9203109062798391,0.16396223456371084]",2
1.0,28.59000015258789,4.699999809265137,46.0,5.349999904632568,"[5.349999904632568,4.699999809265137,46.0,28.59000015258789]","[1.950080095114077,33.57416015366229,0.32564847452978923,1.8099152380468784]",0
